0.1,2,0.5
0,-1.5,0,1.5,0
0.1,-1.49434,-0.002,1.49434,0.002
0.2,-1.48303,-0.006,1.48303,0.006
0.3,-1.46606,-0.012,1.46606,0.012
0.4,-1.44343,-0.02,1.44343,0.02
0.5,-1.41683,-0.0294052,1.4169,0.029381
0.6,-1.39026,-0.0387992,1.39043,0.0387379
0.7,-1.36372,-0.0481818,1.36404,0.0480695
0.8,-1.33722,-0.0575524,1.33772,0.0573741
0.9,-1.31075,-0.0669111,1.31148,0.0666505
1,-1.28431,-0.0762569,1.28533,0.0758966
1.1,-1.25791,-0.0855907,1.25927,0.0851117
1.2,-1.23155,-0.0949098,1.2333,0.0942916
1.3,-1.20523,-0.104219,1.20743,0.103439
1.4,-1.17894,-0.113507,1.18167,0.112542
1.5,-1.1527,-0.122795,1.15603,0.121618
1.6,-1.1265,-0.13204,1.1305,0.130625
1.7,-1.10035,-0.141327,1.10511,0.139642
1.8,-1.07421,-0.150483,1.07982,0.148496
1.9,-1.04819,-0.159859,1.05476,0.157535
2,-1.02205,-0.168732,1.02968,0.166033
2.1,-0.996314,-0.178592,1.00513,0.175476
2.2,-0.96989,-0.186366,0.980011,0.182787
2.3,-0.945042,-0.198388,0.9566,0.194301
2.4,-0.918217,-0.204745,0.931317,0.200114
2.5,-0.893449,-0.216739,0.908227,0.211513
2.6,-0.86672,-0.223062,0.883341,0.217186
2.7,-0.842058,-0.235018,0.860699,0.228424
2.8,-0.81544,-0.241302,0.836296,0.233926
2.9,-0.790894,-0.253216,0.814174,0.244978
3,-0.764393,-0.259458,0.790325,0.250284
3.1,-0.739969,-0.271329,0.768799,0.261122
3.2,-0.713593,-0.277527,0.745584,0.266202
3.3,-0.689299,-0.289351,0.724737,0.276795
3.4,-0.663055,-0.295502,0.702244,0.281619
3.5,-0.638898,-0.307278,0.682172,0.291932
3.6,-0.612793,-0.313378,0.660498,0.296463
3.7,-0.588781,-0.325102,0.641306,0.306457
3.8,-0.562824,-0.33115,0.62056,0.310655
3.9,-0.538967,-0.342818,0.602359,0.320287
4,-0.513165,-0.34881,0.582657,0.324109
4.1,-0.489471,-0.36042,0.565568,0.333333
4.2,-0.463835,-0.366354,0.547028,0.336735
4.3,-0.440314,-0.377901,0.531173,0.345502
4.4,-0.414851,-0.383772,0.513914,0.348436
4.5,-0.391514,-0.395253,0.499411,0.356699
4.6,-0.366235,-0.401058,0.483547,0.35912
4.7,-0.343093,-0.412469,0.470506,0.366834
4.8,-0.318008,-0.418203,0.456134,0.368697
4.9,-0.295074,-0.429538,0.444648,0.375822
5,-0.270193,-0.435199,0.431847,0.377092
5.1,-0.247482,-0.446452,0.421986,0.383592
5.2,-0.222816,-0.452034,0.410808,0.384239
5.3,-0.200346,-0.463199,0.402617,0.39009
5.4,-0.175906,-0.468697,0.393082,0.390093
5.5,-0.153701,-0.479763,0.38658,0.395272
5.6,-0.129499,-0.48517,0.378676,0.394618
5.7,-0.107598,-0.49612,0.373866,0.399104
5.8,-0.0836504,-0.501429,0.367551,0.397782
5.9,-0.0621351,-0.512223,0.364451,0.401525
6,-0.0384698,-0.517415,0.359665,0.399511
6.1,-0.0179314,-0.526038,0.35992,0.400096
6.2,0.00399517,-0.533009,0.358796,0.399026
6.3,0.0248269,-0.542454,0.359259,0.400243
6.4,0.0481476,-0.546787,0.357253,0.39634
6.5,0.0695051,-0.556789,0.357631,0.397944
6.6,0.0914687,-0.565767,0.357772,0.398412
6.7,0.115605,-0.569337,0.355798,0.393456
6.8,0.138195,-0.578704,0.355811,0.394163
6.9,0.161269,-0.587251,0.355764,0.393955
7,0.18611,-0.590065,0.354041,0.387987
7.1,0.209884,-0.598783,0.353861,0.387816
7.2,0.234122,-0.606534,0.353685,0.38661
7.3,0.259715,-0.60844,0.352294,0.379528
7.4,0.28469,-0.616314,0.352021,0.378342
7.5,0.310057,-0.623263,0.351875,0.376195
7.6,0.336308,-0.624278,0.351034,0.368088
7.7,0.362437,-0.631291,0.350855,0.365945
7.79999,0.388905,-0.637061,0.350894,0.362565
7.89999,0.415851,-0.63685,0.350722,0.353189
7.99999,0.44312,-0.642631,0.350758,0.349809
8.09999,0.470663,-0.647561,0.351147,0.345637
8.2,0.498109,-0.646492,0.351922,0.335478
8.3,0.526458,-0.651355,0.352417,0.331312
8.4,0.55489,-0.654423,0.353453,0.325463
8.5,0.583013,-0.652105,0.355217,0.314325
8.6,0.612413,-0.655649,0.356302,0.309149
8.7,0.64169,-0.657209,0.358158,0.302159
8.8,0.670316,-0.653712,0.361154,0.290273
8.9,0.700707,-0.655949,0.363022,0.284279
9,0.730618,-0.65563,0.36601,0.27596
9.1,0.759911,-0.651394,0.37018,0.263962
9.2,0.79109,-0.651911,0.373142,0.257006
9.3,0.820195,-0.646798,0.378537,0.244566
9.4,0.851888,-0.646217,0.382236,0.2371
9.5,0.881189,-0.640133,0.388707,0.224312
9.6,0.913297,-0.638324,0.393266,0.216309
9.7,0.942718,-0.63115,0.400924,0.203167
9.8,0.975234,-0.628157,0.406369,0.194781
9.9,1.00476,-0.619963,0.415231,0.181463
10,1.03757,-0.615673,0.421682,0.172692
10.1,1.06711,-0.606353,0.431854,0.159214
10.2,1.10021,-0.600817,0.439315,0.150222
10.3,1.12976,-0.590445,0.450786,0.136766
10.4,1.16301,-0.583574,0.459368,0.127575
10.5,1.19245,-0.572068,0.472234,0.114182
10.6,1.22584,-0.563927,0.481914,0.104959
10.7,1.25516,-0.551381,0.496134,0.0918123
10.8,1.28854,-0.541929,0.507007,0.082599
10.9,1.31761,-0.528305,0.522657,0.0697559
11,1.35094,-0.517658,0.534668,0.06072
11.1,1.37971,-0.503103,0.551671,0.048357
11.2,1.41281,-0.491318,0.564887,0.0395556
11.3,1.44112,-0.475904,0.583291,0.0277398
11.4,1.47391,-0.463221,0.597613,0.0193311
11.5,1.5017,-0.447229,0.617292,0.0082206
11.6,1.53397,-0.433905,0.632743,0.000263855
11.7,1.56102,-0.417615,0.653697,-0.0100824
11.8,1.59269,-0.404105,0.670116,-0.0174572
11.9,1.61895,-0.388016,0.692158,-0.026925
12,1.64983,-0.374792,0.70951,-0.0336855
12.1,1.67513,-0.35938,0.732581,-0.0422585
12.2,1.70526,-0.34697,0.750648,-0.0483373
12.3,1.72967,-0.332741,0.774508,-0.0559812
12.4,1.759,-0.321489,0.793228,-0.0614053
12.5,1.78253,-0.308716,0.817796,-0.0681739
12.6,1.81125,-0.298798,0.836951,-0.0729501
12.7,1.83412,-0.287586,0.861993,-0.078886
12.8,1.86229,-0.278944,0.881554,-0.0830853
12.9,1.88457,-0.269174,0.907031,-0.0882827
13,1.91239,-0.261668,0.926823,-0.0919453
13.1,1.9343,-0.253159,0.952554,-0.0964708
13.2,1.96181,-0.246577,0.972596,-0.0996696
13.3,1.98338,-0.239094,0.998593,-0.10361
13.4,2.01072,-0.233254,1.01875,-0.106384
13.5,2.03211,-0.226607,1.04488,-0.109796
13.6,2.05927,-0.221331,1.0652,-0.112201
13.7,2.08046,-0.215326,1.0915,-0.115149
13.8,2.10755,-0.210485,1.11188,-0.117213
13.9,2.12867,-0.205009,1.13825,-0.119738
14,2.15564,-0.200486,1.15874,-0.121502
14.1,2.17664,-0.195383,1.18522,-0.123649
14.2,2.20358,-0.191096,1.20574,-0.125134
14.3,2.22455,-0.186308,1.23226,-0.126932
14.4,2.25142,-0.182183,1.25286,-0.128165
14.5,2.27231,-0.177614,1.27946,-0.129645
14.6,2.29917,-0.1736,1.30008,-0.130641
14.7,2.32004,-0.169229,1.3267,-0.131823
14.8,2.34685,-0.165281,1.34737,-0.132602
14.9,2.36767,-0.161009,1.37405,-0.133509
15,2.39448,-0.157094,1.39473,-0.134082
15.1,2.41529,-0.15291,1.42142,-0.134729
15.2,2.44206,-0.148998,1.44215,-0.135109
15.3,2.46283,-0.14487,1.46888,-0.135511
15.4,2.4896,-0.140938,1.48961,-0.135706
15.5,2.51037,-0.136887,1.51635,-0.135876
15.6,2.53711,-0.132917,1.53711,-0.135897
15.7,2.55786,-0.128831,1.56387,-0.135845
15.8,2.58459,-0.124805,1.58464,-0.135699
15.9,2.60533,-0.120709,1.61141,-0.135435
16,2.63204,-0.116615,1.6322,-0.135127
16.1,2.65275,-0.112497,1.65899,-0.134657
16.2,2.67946,-0.108322,1.67979,-0.134193
16.3,2.70016,-0.104167,1.70658,-0.133525
16.4,2.72685,-0.0999009,1.72739,-0.13291
16.5,2.74753,-0.0956986,1.75419,-0.132049
16.6,2.77421,-0.0913331,1.775,-0.131288
16.7,2.79489,-0.087071,1.80181,-0.13024
16.8,2.82154,-0.0825985,1.82263,-0.129335
16.9,2.8422,-0.0782712,1.84945,-0.128104
17,2.86885,-0.0736838,1.87027,-0.127058
17.1,2.8895,-0.0692806,1.89708,-0.125649
17.2,2.91612,-0.0645727,1.91791,-0.124465
17.3,2.93675,-0.0600878,1.94473,-0.122879
17.4,2.96336,-0.0552524,1.96556,-0.12156
17.5,2.98398,-0.0506768,1.99237,-0.119801
17.6,3.01057,-0.0457095,2.01321,-0.118348
17.7,3.03116,-0.0410399,2.04002,-0.116417
17.8,3.05774,-0.0359342,2.06085,-0.114833
17.9,3.07833,-0.0311648,2.08766,-0.112733
18,3.10488,-0.025917,2.1085,-0.111017
18.1,3.12543,-0.0210406,2.13531,-0.108749
18.2,3.15197,-0.0156444,2.15614,-0.106904
18.3,3.17252,-0.0106552,2.18294,-0.104469
